key;value
4003387579796817055;A well southwest of Burhum. A vital water source for the village, it also provides refreshment to passing travelers. It is said that those who drink from it should reflect on themselves and venture further along the path to enlightenment.
4003387579796818064;Well of Reflection
4003387579796818065;A well southwest of Burhum. A vital water source for the village, it also provides refreshment to passing travelers. It is said that those who drink from it should reflect on themselves and venture further along the path to enlightenment.
4003657685995094224;Sein Leather Boots (+4)
4003721638058131664;Delonde Axe (+2)
4004933823857950896;Mount
4005747372268192912;Demeniss Supply Camp
4005747372268192913;A guard post patrolling the area around the armory. It monitors all movement approaching the armory from a high vantage point and immediately alerts the main force.
4005747372268192927;A guard post patrolling the area around the armory. It monitors all movement approaching the armory from a high vantage point and immediately alerts the main force.
4005747372268193936;Demeniss Supply Camp
4005747372268193937;A guard post patrolling the area around the armory. It monitors all movement approaching the armory from a high vantage point and immediately alerts the main force.
4006707662531068112;Shackle of Might (+3)
4006752141212385488;Darkbringer (+2)
4006996851269042432;Flame Knights
4008353120336740560;Balton Longsword (+2)
4008592006417744080;Sword of Greed (+10)
4009689525180694785;Lurking Wolves
4009689525180694786;Preparations are complete, but you must bide your time. Wait for the moment when the enemy lets their guard down.
4009689525180694789;At the designated time, you loosed a flaming arrow into the night sky. A split second later, the charges detonated with a deafening roar, and the once-impregnable walls came crashing down. The battlefield instantly dissolved into chaos, and screams of agony filled the air. Hesitation is not an option. For this price in blood, you will reclaim your lost home.
4010500810143170768;Glenmore Sword (+8)
4010793787042300112;Ashen Wolf's Leather Gloves (+2)
4011540510056382721;Cabin
4012043875928506544;Main Quests
4013438039492657409;Demeniss Crime Lv. 4
4013485297017815297;Caliburn VS Wells Moving Battle Loop
4013664431513797776;Urdavah
4013664431513797777;A village that serves as a gateway along the pilgrimage route. It formed around the Great Gate of Urdavah that leads to Varnia. Dead dragons were revered as sacred, believed to become stars that foretell what lies ahead. People studied the night sky every evening to understand those dragons' teachings, and that led to the development of astrology.
4013664431513797791;A village that serves as a gateway along the pilgrimage route. It formed around the Great Gate of Urdavah that leads to Varnia. Dead dragons were revered as sacred, believed to become stars that foretell what lies ahead. People studied the night sky every evening to understand those dragons' teachings, and that led to the development of astrology.
4014202170009191568;Dual Wielding Mastery
4014202170009191569;Allows you to wield two-handed weapons with a single hand.<br/>Equipping a greathammer as your secondary weapon will increase the damage of {Staticinfo:Knowledge:Knowledge_Oongka_GroundSmash_I#Rampage} and {Staticinfo:Knowledge:Knowledge_Oongka_TurnBash_I#Raging Lightning}.
4014202170009191583;Allows you to wield two-handed weapons with a single hand.<br/>Equipping a greathammer as your secondary weapon will increase the damage of {Staticinfo:Knowledge:Knowledge_Oongka_GroundSmash_I#Rampage} and {Staticinfo:Knowledge:Knowledge_Oongka_TurnBash_I#Raging Lightning}.
4014637499304378625;Hayscent Farm - Unexpected Message
4014855357225501840;Abyss Nexus
4014855357225501841;Abyss Nexus
4014855357225501855;Abyss Nexus
4015021203092669584;Chewy Rice Cakes
4015021203092669585;[Recipe]<br/>Required Tool: Cooking Tool<br/>Ingredients: {StaticInfo:MultiChange:Pan_fried_Fruit_Grain_Pancake}<br/>※ Grains: lentils, peas, beans, etc. <br/>※ Fruit: raspberry, blackberry, pomegranate, etc.<br/><br/>Pound steamed grains to produce a delightfully chewy texture. Release a nutty flavor that deepens with every chew, making for a popular snack.
4015021203092669599;[Recipe]<br/>Required Tool: Cooking Tool<br/>Ingredients: {StaticInfo:MultiChange:Pan_fried_Fruit_Grain_Pancake}<br/>※ Grains: lentils, peas, beans, etc. <br/>※ Fruit: raspberry, blackberry, pomegranate, etc.<br/><br/>Pound steamed grains to produce a delightfully chewy texture. Release a nutty flavor that deepens with every chew, making for a popular snack.
4016957056522125569;Fort
4017241306047709392;Tardik Shield (+3)
4017917883655913680;Frozen Soul (+9)
4018333078144418049;Street Shop
4018333078144418050;A small shop in the town. You can purchase goods here.
4018352358252609793;Abyss Nexus
4019151754745610497;Thorel, Central Demeniss
4020005100322816176;Prepare a meal for the hungry people.
4020148006769656065;cd_qa_her_to_dem_speed_60
4020191403119215760;Rock, Paper, Scissors
4020191403119215761;In a corner of the village, a child looks around for someone to play Rock, Paper, Scissors with. Scissors beat paper, rock beats scissors, and paper beats rock. The first to win two of three rounds becomes the victor.
4020191403119215775;In a corner of the village, a child looks around for someone to play Rock, Paper, Scissors with. Scissors beat paper, rock beats scissors, and paper beats rock. The first to win two of three rounds becomes the victor.
4021066661619564801;Small Horn in the Forest
4021066661619564802;A villager who's recently gotten into insect collecting is asking to catch an insect found in the forest.
4021066661619564805;The insect was handed over. He couldn't stop staring at the horn.
4021143760577495248;Rhett's Longsword (+8)
4021569366066725072;Thalwynd Large Shield (+7)
4022871256553488592;Kadel Mace (+3)
4023098632122138800;Speak with the villager next to the stone wall.
4023268549618303184;Sorcerer's Massage Stick (+2)
4024229832018624720;Inquisitor's Rapier (+5)
4024705349322801360;Alabaster Curved Sword (+5)
4025157209947111681;Stone Lantern Exploding Spider
4025203625658679504;Skyblazer Leather Gloves (+5)
4025281510595625168;Filling Fruit Punch
4025406794791650448;Oath of Darkness
4025406794791650449;An earring proving the status of a deacon within Antumbra's followers. It is imbued with a vow's incantation to lure others into the shadows and bind them to eternal darkness.
4025406794791650463;An earring proving the status of a deacon within Antumbra's followers. It is imbued with a vow's incantation to lure others into the shadows and bind them to eternal darkness.
4025803984777248976;Witch's Earring (+8)
4027312604924870864;Mace of Resolve (+6)
4027931857604575489;Animal Guide to Witch of the East
4028007985899897040;Carta Plate Helm (+8)
4029254346754491536;Forest Altar
4029254346754491537;A circle of stones stands in the forest near the Upper Denn River. It appears to have once been a site for some kind of ritual.
4029254346754491551;A circle of stones stands in the forest near the Upper Denn River. It appears to have once been a site for some kind of ritual.
4029254346754492560;Forest Altar
4029254346754492561;A circle of stones stands in the forest near the Upper Denn River. It appears to have once been a site for some kind of ritual.
4029554019507634384;Ashen Wolf's Leather Boots (+6)
4029554032392536321;Elemore, East Demeniss
4029742594341732609;Ruins
4029958936139399344;Entrust the traitor to Oongka.
4030163479661904048;Go with the scholar.
4030797811971784912;Delesyian Longsword (+2)
4031388829536485584;Lauques Cloth Armor (+4)
4031480608692633808;Ynitium Leather Gloves (+9)
4031935480089018544;Pair
4032305405622223056;Drish Cloth Cap (+5)
4032637659997274320;Blessing of Nature I (+0)
4033123609777013904;Fortitude
4033123609777013905;[Crafting Method]<br/>Location: Can be crafted through the witches in each region<br/>Materials: {StaticInfo:MultiChange:Item_Stat_AbyssGear_GuardPVRate_LV1:1}<br/>※ Defense Reagent: Cockroach, False Starwort, Blue Lavender, etc.<br/><br/>[How to Use]<br/>Equippable on: Shields, Gloves, Footwear<br/><br/>An Abyss gear equipped in gear sockets to reduce Stamina consumption on guard.
4033123609777013919;[Crafting Method]<br/>Location: Can be crafted through the witches in each region<br/>Materials: {StaticInfo:MultiChange:Item_Stat_AbyssGear_GuardPVRate_LV1:1}<br/>※ Defense Reagent: Cockroach, False Starwort, Blue Lavender, etc.<br/><br/>[How to Use]<br/>Equippable on: Shields, Gloves, Footwear<br/><br/>An Abyss gear equipped in gear sockets to reduce Stamina consumption on guard.
4033672957569007824;Bedure Chain Cloak (+4)
4033832361247375888;Recapture Stronghold
4034149183542788304;Aeserion Halberd (+1)
4034270692462560400;Crimson Chaser Chain Cloak
4034270692462560401;A chain cloak once worn by a former Greymane, Regina, the Crimson Warden. Golden patterns are intricately embroidered over the crimson cloth to add an air of majesty, while short layers cover the shoulders to ensure the movement of the arms and neck remains unobstructed.
4034270692462560415;A chain cloak once worn by a former Greymane, Regina, the Crimson Warden. Golden patterns are intricately embroidered over the crimson cloth to add an air of majesty, while short layers cover the shoulders to ensure the movement of the arms and neck remains unobstructed.
4035351344888938704;Golden Greed Plate Armor (+8)
4035365660014936321;Veil of the Yard
4035365660014936322;The Wolf Trackers are occupying the Giant's Yard Outpost Camp.
4035365660014936325;The Wolf Trackers occupying the Giant's Yard Outpost Camp were defeated.
4035481624131928272;Grey Wolf Cloth Gloves (+7)
4036179659396743425;Bustling Fishing Dock
4036348662064873648;Turn the handwheel and operate the lever to activate the ingredient dispenser.
4036662916231988368;Khafi-jahr Camp
4036662916231988369;A Dusksong outpost situated at the World's Navel.
4036662916231988383;A Dusksong outpost situated at the World's Navel.
4036662916231989392;Khafi-jahr Camp
4036662916231989393;A Dusksong outpost situated at the World's Navel.
4037320703358271696;Frostbone Shield (+7)
4037397669172216065;Bloodied Invitation
4037397669172216066;The clue from Countess Marshell's manor proved that Count Byron was deeply involved with the tragedy in Pailune. It's time to find him, and bring him justice.
4037397669172216069;Byron was the very man who set Pailune aflame, the man who enjoyed sitting idle while others suffered in pain. He may not be the person behind everything, but he deserved every punishment for all the innocent blood he's spilled.
4037828793694421200;Jester Leather Coat (+4)
4037972700868641936;Icewing Plate Gloves
4037972700868641937;Plate gloves of Gwen Kraber, captain of the Wolf Trackers. She is Giath's loyal right hand, constantly seeking new prey for him. In some ways, she seems an unlikely fit among wolf trackers. Her true origins are unknown, but her skill is beyond doubt.
4037972700868641951;Plate gloves of Gwen Kraber, captain of the Wolf Trackers. She is Giath's loyal right hand, constantly seeking new prey for him. In some ways, she seems an unlikely fit among wolf trackers. Her true origins are unknown, but her skill is beyond doubt.
4038154227661406416;Bekker Large Shield (+4)
4038681537976206480;Hernand Gallows
4038681537976206481;A fragment containing the memory of parents punished for their child's sins.
4038681537976206495;A fragment containing the memory of parents punished for their child's sins.
4038942826606625025;Abyss Nexus
4039251050639655169;Warspike Spearmaker Bleed Patrol
4039617604623532289;Hand over the onion
4040485192312291536;Gilliam Large Shield (+3)
4041809257715204784;Your name is honored in every corner of the lands.
4041872982144975056;Golden Dragon's Claw (+3)
4042257059595419856;Broom (+6)
4042462243068052624;Beardtree Flag Stop
4042462243068052625;An ironcrawler station near Beardtree Gorge.
4042462243068052639;An ironcrawler station near Beardtree Gorge.
4042462243068053648;Beardtree Flag Stop
4042462243068053649;An ironcrawler station near Beardtree Gorge.
4042677433814483152;Arrow
4042858196103069904;Desert Hammer (+4)
4042907910349521153;Arm Wrestling
4042907910349521154;Arm wrestling, where victory hinges on a sudden surge of strength. There is only one goal - Pin down your opponent's hand completely.
4044012386959491329;Sandy Peaks Watchtower Mistcloaked Owls Reinforcements
4044647346334597377;Schedule around Javier
4045462737285808385;Abyss Creature
4045687325420684432;Fort Hellwood Cliff Watchtower
4045687325420684433;A watchtower on the cliff's edge guarding the area around Fort Hellwood. It uses the high ground to keep watch over the surroundings.
4045687325420684447;A watchtower on the cliff's edge guarding the area around Fort Hellwood. It uses the high ground to keep watch over the surroundings.
4045687325420685456;Fort Hellwood Cliff Watchtower
4045687325420685457;A watchtower on the cliff's edge guarding the area around Fort Hellwood. It uses the high ground to keep watch over the surroundings.
4049072068887577744;Saltroad Trading Post
4049072068887577745;This trading post, located between Varnia and Urdavah, is one of the largest in the desert, serving as a commercial hub and a strategic point. On trading days, it is common to see merchants browsing the stalls in search of valuable goods. As such, the Saltroad Trading Post plays an important role in trade between the two regions.
4049072068887577759;This trading post, located between Varnia and Urdavah, is one of the largest in the desert, serving as a commercial hub and a strategic point. On trading days, it is common to see merchants browsing the stalls in search of valuable goods. As such, the Saltroad Trading Post plays an important role in trade between the two regions.
4049072068887578768;Saltroad Trading Post
4049072068887578769;This trading post, located between Varnia and Urdavah, is one of the largest in the desert, serving as a commercial hub and a strategic point. On trading days, it is common to see merchants browsing the stalls in search of valuable goods. As such, the Saltroad Trading Post plays an important role in trade between the two regions.
4049209353222226177;Shipwreck
4049342673564205584;Recapture Stronghold
4050303573450293456;Skyblazer Leather Gloves (+8)
4050389094839091457;Hand over 5 marbled meat
4050487316446183681;Defeat Sizlek
4050707021203243216;Shovel (+6)
4051240348767224016;Arkhan Leather Helm (+3)
4051644213132001488;Radiant Plate Boots (+2)
4052277368620843216;Unyielding Warrior's Plate Cloak (+5)
4053788381065248944;Marni's Hideout
4054444265521021185;Stone Giant
4054444265521021186;There's a gaze following you from somewhere in the southern quarry. Check what it is.
4054444265521021189;The strange rock monster and Bleed Bandits in the Southern Quarry were defeated. The threat looming over the quarry finally vanished.
4054569240479400193;Abyss Nexus
4056015351672996048;Arlen Warhammer (+5)
4056601782212624592;Bolton Plate Helm (+5)
4057372952180556033;Wolf Howling
4057504554273472720;Crimson Chaser Plate Helm (+1)
4058250242200436993;Move to the Abyss
4058762820777410768;Meadows Leather Boots (+4)
4059716848977969360;Finest Rhinard Cannon (+7)
4060087925562410128;Rough but Ordinary Hands
4060087925562410129;You examined the right hand but found nothing remarkable.<br/>The palm is somewhat rough, and dirt has collected beneath the nails, but these are merely signs of an ordinary life.
4060087925562410143;You examined the right hand but found nothing remarkable.<br/>The palm is somewhat rough, and dirt has collected beneath the nails, but these are merely signs of an ordinary life.
4060214283500257537;Get thin hides
4060436629662205072;Timeworn Ruins Ironcrawler Station
4060436629662205073;An ironcrawler station near Timeworn Ruins.
4060436629662205087;An ironcrawler station near Timeworn Ruins.
4060436629662206096;Timeworn Ruins Ironcrawler Station
4060436629662206097;An ironcrawler station near Timeworn Ruins.
4061005158778142928;Engraved Gold Earring (+10)
4061401837662635152;Ancient Ruins
4061401837662635153;A remnant of ancient construction.
4061401837662635167;A remnant of ancient construction.
4061401837662636176;Ancient Ruins
4061401837662636177;A remnant of ancient construction.
4061932480872055041;Go to Glenbright Manor
4062184415063704720;Abyss Nexus
4062184415063704721;Abyss Nexus
4062184415063704735;Abyss Nexus
4062192970638557441;Thugs Schedule (The Blinding Arrow) 0028
4063321696633880752;Hearty Battered Seafood (Fish Fillet)
4064762211485090000;Thalwynd Hammer (+3)
4065994076825059585;Obtain the artifact
4066145513076949200;Nazk Sword (+10)
4066814660391732368;Bay of Abundance Shipwreck
4066814660391732369;A shipwreck located on the coast near the Bay of Abundance.
4066814660391732383;A shipwreck located on the coast near the Bay of Abundance.
4066814660391733392;Bay of Abundance Shipwreck
4066814660391733393;A shipwreck located on the coast near the Bay of Abundance.
4066924066093662613;{StaticInfo:Item:Item_Skill_AbyssGear_LightningBreath_LV1#Orbs of Lightning}
4066924066093662614;Required Skill: [{StaticInfo:Knowledge:Knowledge_MpLightning#Lightning}] [{StaticInfo:Knowledge:Knowledge_ElementalReinforce#Imbue Element} Lv. 1 or above]<br/><br/>Attacks imbued with Lightning can trigger {StaticInfo:Item:Item_Skill_AbyssGear_LightningBreath_LV1#Orbs of Lightning} at the cost of Spirit.
4067539891389464784;Alpha Barrel Cannon (+6)
4068444767984287952;Purple Scout Armor (+6)
4070183924796489985;Talk to the person in front of the constabulary
4070238767233893520;Siege Tower
4070238767233893521;The towering siege tower causes nearby foes to quake in fear.
4070238767233893535;The towering siege tower causes nearby foes to quake in fear.
4070238767233894544;Siege Tower
4070238767233894545;The towering siege tower causes nearby foes to quake in fear.
4070351888082534657;Talk to the person
4071543058607374544;Light of the Battlefield Cloth Cloak (+6)
4071900344051826896;Reinforced Warspike Large Shield (+4)
4072277442180416656;Leore's Poster
4072277442180416657;Leore's Poster
4072277442180416671;Leore's Poster
4072645860180099280;Eclipsed Solas Plate Gloves (+9)
4074766233994526928;Wells Sword (+2)
4075620107852710096;Cactus Warhammer (+10)
4076194074397245648;Demenissian Shield of Obedience (+7)
4077542174437146881;Beighen Candlery Sequencer Spawn
4077611314820678000;Equip the visione first.
4078393333875998977;Eavesdropping on Expensive Document Information Hint
4079013488498835664;Sahazhad Plate Cloak (+9)
4079540790223700144;Grilled Meat and Fish
4079755847826145488;Carta Plate Helm (+5)
4079827114218488016;Grey Wolf Leather Gloves (+6)
4080563529311060176;Lauques Plate Helm (+2)
4081389734989922561;
4082090536213676289;Fire Support
4082090536213676290;Fierce enemy resistance is stalling your advance. Find a way to call in fire support from your ally.
4082090536213676293;Allied cannons are now providing support from the nearby artillery unit. With the odds shifted in your favor, seize this chance to crush enemy strongholds and liberate Northern Calphade.
4082264980605370625;Swift Delivery, Safe Borders
4082264980605370626;A soldier at the Demeniss West Gate has asked to quickly deliver the new inspection guidelines to the south gate.
4082264980605370629;The new inspection guidelines were quickly delivered to the south gate. Border security has been reinforced.
4082268399399338192;Engraved Gold Earring (+4)
4082271461711020240;Iris Mace (+7)
4082564838042109072;Axiom Bracelet II
4082564838042109073;This bracelet bestows its wearer with extraordinary abilities through harmony with various equipment. By connecting with diverse equipment, it empowers the wearer with greater strength and is considered a symbol of technological innovation. The goblins eyeing the tower were after this very item.
4082564838042109087;This bracelet bestows its wearer with extraordinary abilities through harmony with various equipment. By connecting with diverse equipment, it empowers the wearer with greater strength and is considered a symbol of technological innovation. The goblins eyeing the tower were after this very item.
4084000989206544641;Varnian Guard Level 4
4084246936213783696;Thornbriar Fortress Hearth
4084246936213783697;Thornbriar Fortress Hearth.
4084246936213783711;Thornbriar Fortress Hearth.
4084246936213784720;Thornbriar Fortress Hearth
4084246936213784721;Thornbriar Fortress Hearth.
4088790028065439952;Sword of the Wolf (+7)
4088793644427903152;Call
4090317726457791632;Gorgeside Hearth
4090317726457791633;Gorgeside Hearth.
4090317726457791647;Gorgeside Hearth.
4090317726457792656;Gorgeside Hearth
4090317726457792657;Gorgeside Hearth.
4091002468798824624;Go out the window.
4091471556536959233;Schedule Near Statue (Complete)
4091566651407859969;Skyroot Researcher's Concerns Schedule
4092226710571843841;Puzzle Creature
4092236249694209168;Skoghorn Ranch
4092236249694209169;A ranch that provides provisions for survival in the frigid region.<br/>It primarily raises cold-resistant Longhorns. Producing meat and dairy products, it plays a vital role in sustaining the residents' stamina.
4092236249694209183;A ranch that provides provisions for survival in the frigid region.<br/>It primarily raises cold-resistant Longhorns. It produces meat and dairy products, which play an essential role in maintaining the residents' vitality.
4092236249694210192;Skoghorn Ranch
4092236249694210193;A ranch that provides provisions for survival in the frigid region.<br/>It primarily raises cold-resistant Longhorns. It produces meat and dairy products, which play an essential role in maintaining the residents' vitality.
4093340271037645057;Resolution
4093467595343134977;Buy black pepper
4093632638051418320;Witch's Ring (+9)
4094982610959204880;Recapture Stronghold
4094982610959467024;Poison Arrow Production
4095406339285582081;Follow the woman asking for help
4095631691924635904;Senia
4095978102511895696;Thornbriar Guard Post
4095978102511895697;A guard post installed near Thornbriar Fortress.
4095978102511895711;A guard post installed near Thornbriar Fortress.
4095978102511896720;Thornbriar Guard Post
4095978102511896721;A guard post installed near Thornbriar Fortress.
4096115983846998273;Use the sealed Abyss artifact
4096707327829214352;Altar of Solitude
4096707327829214353;The Abyss that gathers scattered power to open a single path.<br/>Seek out the rest with the power granted to you. You shall witness a miracle when all places are filled.
4096707327829214367;The Abyss that gathers scattered power to open a single path.<br/>Seek out the rest with the power granted to you. You shall witness a miracle when all places are filled.
4096707327829215376;Altar of Solitude
4096707327829215377;The Abyss that gathers scattered power to open a single path.<br/>Seek out the rest with the power granted to you. You shall witness a miracle when all places are filled.
4096775089528242433;The Hellhounds Gate Inner Bailey
4097336656502194352;Land
4097681971872792752;2 Pair
4097846404695720144;Belkandor Plate Boots (+4)
4097941787329429712;Raccoon Cloth Hat (+4)
4098924888163614977;Go to the guards
4099081611520246017;Beat the champion
4099095093422588080;%0# EXP decreased.
4099497527563256016;Eastern Wanderer's Shield (+8)
4099689894853476609;Elemore, East Demeniss
4100098595351430288;Metal Ware
4100098595351430289;A metal container meticulously crafted by an artisan. Ideal for savoring drinks, the cup is primarily used at banquets or rituals. Its subtle sheen stands out, but its weight makes it inconvenient to carry.
4100098595351430303;A metal container meticulously crafted by an artisan. Ideal for savoring drinks, the cup is primarily used at banquets or rituals. Its subtle sheen stands out, but its weight makes it inconvenient to carry.
4100442682361381121;Abyss Nexus
4100752362388324609;Secluded Private Property Righteous Inquisitor Reinforcements
4102045860508991696;Mace of Resolve (+8)
4103044032383418625;Read the bounty notice
4103142339889856720;Bleed Shotgun (+5)
4104406172671410384;The Laughing Marionette Shield (+1)
4105153995197120688;Hernand Goldleaf Trading Post
4105691759462318337;Hernanian Soldier Patrol after Liberating Rocca's Hill Slave Camp
4105862660505993392;Opening the Box
4106134424561647824;Official Knight's Plate Helm (+8)
4106388510531911937;Hand over the blackhead seabream
4106961016787566800;Gilliam Halberd (+5)
4107022275906109697;Obtain the artifact
4107081035353687184;Blade Sentinel
4107081035353687185;Press {Key:Key_Skill_16} while in {Staticinfo:Knowledge:Knowledge_Damian_Detect} to have a sentinel assault a targeted location.
4107081035353687199;Press {Key:Key_Skill_16} while in {Staticinfo:Knowledge:Knowledge_Damian_Detect} to have a sentinel assault a targeted location.
4108168778771071233;Obtain the sealed Abyss artifact
4108316023134879952;Tariv Cloth Attire (+4)
4108462816527122688;Outlaws in Varnia
4110091489600602369;Fragments of Darkness
4110091489600602370;You must reveal the secret of the stone tablet to achieve enlightenment, then fully seize the power as your own.
4110091489600602373;A talking painting revealed the crisis of the sanctum. The collapsed sanctum has been restored, bringing back balance.
4110104550596149653;Royal Trading Merchant
4110104550596149654;You can deliver purchased trade goods to the royal trading merchant in each region's capital.<br/>    Check which goods are accepted by selecting the capital on the map and pressing Inspect.<br/>    If your wagon is destroyed during transport, you may lose your valuable trade goods, so be sure to choose a safe route for delivery.
4110959622750208208;Thalwynd Warhammer (+1)
4111989873735368912;Golden Vanguard (+2)
4112101676029051088;Fruit Punch
4112692770903163088;Pavis Leather Gloves (+9)
4113119179551277313;Karin Quarry Monster I
4113296192333415568;Valley of Grief
4113296192333415569;A valley situated on the edge of the Crimson Desert. Here, the lush greenery of the forest is replaced by a barren landscape swept by dry desert winds. Yet, amidst this desolation, giant towers and settlements built by human will stand firm, silently enduring the harsh breath of the desert.
4113296192333415583;A valley situated on the edge of the Crimson Desert. Here, the lush greenery of the forest is replaced by a barren landscape swept by dry desert winds. Yet, amidst this desolation, giant towers and settlements built by human will stand firm, silently enduring the harsh breath of the desert.
4113404481343848624;Select a game screen option. Choose between fullscreen, windowed, or borderless windowed.
4114324407504077008;Thalwynd Warhammer (+4)
4114896484263002288;Select
4115049230479917264;Sydmon Dagger (+8)
4115141421952926864;Horizon of Incident
4115141421952926865;Abyss Gate
4115141421952926879;Abyss Gate
4115141421952927888;Horizon of Incident
4115141421952927889;Abyss Gate
4115252945073733840;Duskfang Leather Armor (+10)
4115607275580687504;Steelbane
4115607275580687505;[Crafting Method]<br/>Location: Can be crafted through the witches in each region<br/>Materials: {StaticInfo:MultiChange:Item_Skill_AbyssGear_Machine_AdditionalDamage_LV1:1}<br/><br/>[How to Use]<br/>Equippable on: Weapons, Gloves, Footwear<br/><br/>An Abyss gear equipped in gear sockets to grant bonus damage to machines.
4115607275580687519;[Crafting Method]<br/>Location: Can be crafted through the witches in each region<br/>Materials: {StaticInfo:MultiChange:Item_Skill_AbyssGear_Machine_AdditionalDamage_LV1:1}<br/><br/>[How to Use]<br/>Equippable on: Weapons, Gloves, Footwear<br/><br/>An Abyss gear equipped in gear sockets to grant bonus damage to machines.
4116507075524165889;Ridgehunter Tannery Close Filter
4116836890357793025;Camp Provisions Tent
4116836890357793026;Carl manages the camp's provisions. Resources and items found while out on adventures can be donated to him to support the camp's growth.
4117097345764557057;Talk to the person
4117884505895731457;Merchant in Danger
4118258477288128720;Sword of Greed (+9)
4118549173559623920;Volcanic Eruption (imbue Fire)
4118686711297343696;Astrid's Greater Elixir (+0)
4118716720233840848;Dulone Plate Boots (+8)
4118828363613733121;Warmth in the Cold Wave
4118828363613733122;A soldier at the fortress has requested for some meat to lift his spirits on this cold day.
4118828363613733125;Some meat was handed over to the soldiers. They will probably have a slightly warmer day today.
4118896614939033856;Chance to Make a Fortune
4119020163968270593;Rescue the wild ginseng forager
4119248591803908353;Look into the rumor
4119321485988856976;Pink Rosemary
4119321485988856977;Provides thin, sharp pink petals with a distinctive scent. Known for its medicinal oil, this mint-family herb helps ease gastritis and headaches. Commonly found in Hernand.
4119321485988856991;Provides thin, sharp pink petals with a distinctive scent. Known for its medicinal oil, this mint-family herb helps ease gastritis and headaches. Commonly found in Hernand.
4119474300925247745;Smithy
4119474300925247746;Alec manages the camp's forge. Drawing upon his own battlefield experience, he crafts practical, long-lasting equipment to serve all.
4119500384261636353;Safety First
4119500384261636354;A man, stuck under a wooden foothold, is screaming for help.
4119500384261636357;The injured man was taken to town. He shouted, "Safety first!"
4119880737975435521;Pailune - Town Crow Effect
4121279694723088641;Marshell, Northwest Demeniss
4121465636742234480;No access.
4123060534192898256;Marching Baton (+6)
4123061625114591440;Flame Knights' Plate Helm (+3)
4123064279404380368;Ancient's Necklace (+4)
4123169914125025488;Iris Longsword (+2)
4123283034973667585;Chapter 7 / Ludvig / Beighen (Yann, Oongka, Duane, Naira, Andrew)
4123554481201742032;Lanford Hammer (+5)
4123875310963785936;Rising Arrow Shield (+5)
4124252817114267856;Dewhaven Shield (+6)
4124400508154675376;%0# hr
4124895142358286512;Find where the departure ceremony is being held.
4125128625370431696;Tommasoan Bow (+2)
4125631931113013505;Cloud 75
4126076430163379344;Abyss Nexus
4126076430163379345;Abyss Nexus
4126076430163379359;Abyss Nexus
4126714554929381584;Traitor's Spear (+7)
4127281494907420929;Dimensional Gate Skull Knight IV
4127554646237511937;Thugs Schedule (Bleed Bandits) 0017
4127554727841890512;Weasel Leather Cloak (+3)
4127855405617382544;Vanished Statue
4127855405617382545;A fragment containing the memory of discussing rumors about a moving statue.
4127855405617382559;A fragment containing the memory of discussing rumors about a moving statue.
4128321190525665537;{StaticInfo:Knowledge:Knowledge_Node_Dem_GuruHaven#Ascetic's Rest}
4129014561455997104;Buy
4129074020983243440;Complete all New Power challenges.
4129260650197156048;Belkandor Plate Gloves (+3)
4130047745903821008;Tormented Soul Bow (+4)
4130226416543335136;Giant Greathammer
4130309227807768784;Aeserion Dagger (+1)
4130420738043674832;Shatter I (+0)
4130999261548511408;Reed Devil
4131919612910503056;Drake Wells
4131919612910503057;Duke of Demeniss and head of House Wells. A loyal servant of the royal House Thorel, he is one of the few survivors of the Blood Coronation. He is among the rare figures to openly oppose Bastier and Caliburn, who seized control of Demeniss's political scene by force. Despite the hardships facing his domain, he refuses to compromise his resolve against injustice.
4131919612910503071;Duke of Demeniss and head of House Wells. A loyal servant of the royal House Thorel, he is one of the few survivors of the Blood Coronation. He is among the rare figures to openly oppose Bastier and Caliburn, who seized control of Demeniss's political scene by force. Despite the hardships facing his domain, he refuses to compromise his resolve against injustice.
4132052829911122177;Livestock Black Market
4132052829911122178;There are rumors that if you visit Baldwin in Pailune, he'll take care of livestock of unknown origin for you.
4132147963436728496;Satisfying Pan-Fried Marinated Fish (Fish)
4132381824405995728;Relic of Darkness (+4)
4132406739511279873;
4133657665916109008;Bolton Plate Cloak (+1)
4136245267747831984;Take out from carriage
4137173822497358032;Aeserion Halberd (+10)
4137191620841832624;Graphics
4137904808751269008;Hernandian Dye No. 5
4137904808751269009;You have acquired the dyeing technique through Hernand's expert dyer. Wouldn't Oliver render the colors with this dyeing technique?
4137904808751269023;You have acquired the dyeing technique through Hernand's expert dyer. Wouldn't Oliver render the colors with this dyeing technique?
4138073132814566544;Sanctum of Mortification
4138073132814566545;A place said to be imbued with spiritual power.<br/>It is known to have been created by someone in the past to restore the world and its providence, yet its power is so great that Antumbra revere it as sacred ground. The Thirteenth Edict declares: "Only through flesh-searing pain and bodily punishment may the soul be reborn."
4138073132814566559;A place said to be imbued with spiritual power.<br/>It is known to have been created by someone in the past to restore the world and its providence, yet its power is so great that Antumbra revere it as sacred ground. The Thirteenth Edict declares: "Only through flesh-searing pain and bodily punishment may the soul be reborn."
4138073132814567568;Sanctum of Mortification
4138073132814567569;A place said to be imbued with spiritual power.<br/>It is known to have been created by someone in the past to restore the world and its providence, yet its power is so great that Antumbra revere it as sacred ground. The Thirteenth Edict declares: "Only through flesh-searing pain and bodily punishment may the soul be reborn."
4138111194814742785;Green Cliff Watchtower Wolf Trackers
